"AA","AXP","BA","BAC","C"
-2.44660521544064,-0.632913505164767,-1.81587350118715,-0.714288751238024,0
2.44660521544064,0.790517950711322,0.391901220073576,0.714288751238024,0
0,1.25197253449278,0.520157219607364,1.76371414861067,3.52459390616748
2.09275201059558,0.155400186673438,-0.520157219607364,0.69686693160933,2.56424306133376
-0.296296513065686,-1.88093319574962,3.33364202675921,1.72121288811216,-0.847462699097223
0.296296513065686,-0.475813744641695,-0.632513177696881,-0.34188067487857,1.26851595273157
1.75957618903797,2.20134675371788,-0.254129742867271,-2.07619914484292,2.07907696690738
0.579711768432589,-0.311526731694922,0.254129742867271,-0.701757265864655,-2.07907696690738
-3.23082432326578,-0.156128056695248,1.13565889323359,1.39862419747399,-2.98529631496811
0,-2.05216357207969,-1.38978863610086,-1.39862419747399,-0.869570696755395
-2.4170360927813,-4.40168854167744,-2.70809586026708,-1.06195688274602,-3.10446216819601
-1.2307847674597,1.98026272961798,1.04032147608861,-2.15835716671746,0.896866998276036
0.309119256967305,0,1.15756919578893,-1.83491386681964,-0.896866998276036
-0.619197024792117,-3.32256476283204,-1.41663669819816,-1.86921330121527,0.896866998276036
4.55313848079535,3.15903242875897,0.903815061506208,6.92444121749839,0.445435034938024
1.47278067102434,0.652530863492262,-1.42397228111357,-2.13531244705691,2.19789067187751
-3.26923616855423,-1.63938097756766,-1.18034157248843,-3.29097340887978,-0.435730536895562
0.902261759963752,0,1.44075838632722,4.36432897319068,-1.31870042819539
-2.73158106469629,-2.17218231468357,-0.652318033912369,-1.43371631464073,-1.3363227812167
2.13097865867509,0.505477066162396,0.391901220073576,-1.08893997992683,-0.449438958783921
3.25954782494515,-0.505477066162396,-1.44454251877231,-4.09740742103057,-6.51393021709615
-1.76475168135781,-3.61174252279954,-0.930239266231325,-5.87252860127824,-4.42332549768256
1.76475168135781,0.174978172378748,0.39973404326199,7.38199122352674,1.00000833345832
1.44720326085344,0.34904049397686,-0.39973404326199,0,0.496278934212913
3.94417320512968,0,-2.29584695559082,-1.5094626222485,-2.00006667066696
2.18587938124992,-0.174367960482669,2.02846711715059,2.25573474240746,2.49389483472521
-0.814115758370004,-2.65267543334287,-1.75561565183018,-2.63668758407422,-1.48886124937506
-2.20394595662914,-1.62605208717803,-1.09590137897195,-0.76628727455692,0.99503308531681
-1.40254753545044,-1.09891215755953,-1.52674721307884,-0.385356931599001,-3.52681388374579
0.843886864586452,-1.29751588631333,-4.43246250714573,-1.16506172199752,-1.55041865359653
2.21615718028525,0.186393343806257,-3.11829274366879,-1.97245053477787,3.58094526967109
-1.65749650942126,1.84507079131164,-0.60514556833553,0,-1.01010959865039
1.10804457765719,2.34879813072137,0.60514556833553,2.75066457898336,2.01011793210871
0,-0.537154380191085,1.64551207264445,-0.778214044205494,-1.00000833345832
2.17992283425845,-0.359712618084962,-0.297177038915741,2.31670592815344,-2.54466656611643
1.07239633629757,2.31533049747168,0,1.89041546391526,1.0256500167189
3.66533176480355,-1.41846349919563,0.297177038915741,-3.04205967007118,-3.63676441708748
1.53064212826757,-1.62019745762805,1.32647486584831,1.53259704782268,-1.6000341346441
0,-0.911583340800948,1.45351396191131,0.757579380845763,-1.62605208717804
-1.78804252778486,-1.29034048359078,-2.18827112495077,0.376648279547698,-3.33364202675918
1.28042722459878,1.1070223754247,0.14738396183005,-0.376648279547698,-1.70944333593002
0,-0.367647472930877,0.587373201209407,1.49815536156169,-1.15608224010759
-0.254777207879875,-0.369004108745385,-0.734757163039457,-2.63668758407422,1.72914971100609
-1.0256500167189,-4.34440365869986,-1.485911440375,-3.10102367425603,-2.31224174208542
-0.516797015844261,-3.937516523483,-1.96529379013937,0.392927813988952,-1.17648415795863
-1.04167608582557,1.19761910467155,-0.612559342668262,-4.0005334613699,2.33928795747055
-2.38421889627596,4.27249446663414,-1.39213385186081,-2.06192872027359,-1.74931574475172
-1.89450862424492,3.18081071962255,0,1.24225199985573,1.74931574475172
-1.65293019512107,0.367647472930877,1.08444130141288,0.819676720417861,3.96652563924315
1.10498361865852,5.53218660326471,0.920251893116197,2.81708769666962,2.19789067187752
0.547946576462555,-1.04712998672953,3.59858919234441,0.790517950711334,0
0.27285146532039,0.350263055120181,3.3312276467115,1.94937946810011,-1.09290705321903
-0.820798041782944,-3.01708776333633,-3.3312276467115,-1.16506172199752,2.71019297777914
0.274348594575069,-0.361011222409968,-0.14738396183005,1.16506172199752,4.70060423759304
-0.549451931764078,0,0.441501820911672,0.385356931599001,-0.511510066677034
3.25231917055602,2.67634171988165,0.877198607283702,0.383877630716567,-4.18909417091601
2.63173083173733,-0.884179058146084,1.87460428210553,-0.383877630716567,0.533334597536239
0.776200533548921,-1.4311514393256,-0.573067470898492,0.383877630716567,2.10534091978324
0.257400399517294,0.359712618084962,0.573067470898492,-0.383877630716567,1.03627870355466
2.53820732714172,1.60288382758988,0.56980211146378,2.65670273847218,-2.08340869028421
